hasIpAddress,hasAtSymbol,isLong,depth,hasPointInDomain,hasNumberInDomain,isShortened,urlLength,dashNbr,underlineNbr,questionMarkNbr,andNbr,pointNbr,domainLength,label
0,0,1,0,0,0,0,31,0,0,0,0,2,19,1
0,0,1,0,0,0,0,26,0,0,0,0,2,14,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,0,28,0,0,0,0,2,16,1
0,0,1,0,1,0,0,24,0,0,0,0,3,12,1
0,0,1,0,0,0,1,24,0,0,0,0,2,12,1
0,0,1,0,0,0,1,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,22,0,0,0,0,2,10,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,26,0,0,0,0,2,14,1
0,0,1,0,0,0,0,20,0,0,0,0,2,8,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,19,0,0,0,0,2,7,1
0,0,1,0,0,0,0,19,0,0,0,0,2,7,1
0,0,1,0,0,0,0,22,0,0,0,0,2,10,1
0,0,1,0,1,0,0,25,0,0,0,0,3,13,1
0,0,1,0,0,0,1,26,0,0,0,0,2,14,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,0,27,0,0,0,0,2,15,1
0,0,1,0,0,0,0,19,0,0,0,0,2,7,1
0,0,1,0,0,0,0,26,0,0,0,0,2,14,1
0,0,1,0,1,0,0,25,0,0,0,0,3,13,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,22,0,0,0,0,2,10,1
0,0,1,0,0,0,1,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,1,22,0,0,0,0,2,10,1
0,0,1,0,0,0,0,32,0,0,0,0,2,20,1
0,0,1,0,0,0,0,19,0,0,0,0,2,7,1
0,0,1,0,0,0,0,19,0,0,0,0,2,7,1
0,0,1,0,0,0,0,25,0,0,0,0,2,13,1
0,0,1,0,0,1,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,29,0,0,0,0,2,17,1
0,0,1,0,0,0,0,18,0,0,0,0,2,6,1
0,0,1,0,1,0,0,24,0,0,0,0,3,12,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,31,0,0,0,0,2,19,1
0,0,1,0,0,0,1,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,20,0,0,0,0,2,8,1
0,0,1,0,0,0,0,19,0,0,0,0,2,7,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,30,0,0,0,0,2,18,1
0,0,1,0,0,0,0,34,0,0,0,0,2,22,1
0,0,1,0,0,0,0,26,0,0,0,0,2,14,1
0,0,1,0,0,0,0,29,0,0,0,0,2,17,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,0,26,0,0,0,0,2,14,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,29,0,0,0,0,2,17,1
0,0,1,0,0,0,0,27,0,0,0,0,2,15,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,29,0,0,0,0,2,17,1
0,0,1,0,1,0,0,24,0,0,0,0,3,12,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,1,0,0,25,0,0,0,0,3,13,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,1,0,0,24,0,0,0,0,3,12,1
0,0,1,0,0,0,0,19,0,0,0,0,2,7,1
0,0,1,0,0,0,0,19,0,0,0,0,2,7,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,0,20,1,0,0,0,2,8,1
0,0,1,0,0,0,0,28,0,0,0,0,2,16,1
0,0,1,0,0,0,0,26,0,0,0,0,2,14,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,30,0,0,0,0,2,18,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,28,0,0,0,0,2,16,1
0,0,1,0,0,0,0,22,0,0,0,0,2,10,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,20,0,0,0,0,2,8,1
0,0,1,0,0,0,0,20,0,0,0,0,2,8,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,0,20,0,0,0,0,2,8,1
0,0,1,0,0,0,0,22,0,0,0,0,2,10,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,1,0,24,0,0,0,0,2,12,1
0,0,1,0,1,0,0,22,0,0,0,0,3,10,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,1,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,27,0,0,0,0,2,15,1
0,0,1,0,0,0,0,27,0,0,0,0,2,15,1
0,0,1,0,0,0,0,25,0,0,0,0,2,13,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,26,0,0,0,0,2,14,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,22,0,0,0,0,2,10,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,27,0,0,0,0,2,15,1
0,0,1,0,0,0,0,19,0,0,0,0,2,7,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,25,0,0,0,0,2,13,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,29,0,0,0,0,2,17,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,34,0,0,0,0,2,22,1
0,0,1,0,0,0,0,20,0,0,0,0,2,8,1
0,0,1,0,0,0,0,19,0,0,0,0,2,7,1
0,0,1,0,0,0,0,26,0,0,0,0,2,14,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,27,0,0,0,0,2,15,1
0,0,1,0,0,0,0,19,0,0,0,0,2,7,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,26,0,0,0,0,2,14,1
0,0,1,0,0,0,0,30,0,0,0,0,2,18,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,1,0,0,25,0,0,0,0,3,13,1
0,0,1,0,0,1,0,26,0,0,0,0,2,14,1
0,0,1,0,0,0,0,27,0,0,0,0,2,15,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,19,0,0,0,0,2,7,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,22,0,0,0,0,2,10,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,28,0,0,0,0,2,16,1
0,0,1,0,0,0,0,25,0,0,0,0,2,13,1
0,0,1,0,0,0,0,28,0,0,0,0,2,16,1
0,0,1,0,0,0,0,31,0,0,0,0,2,19,1
0,0,1,0,0,0,0,30,0,0,0,0,2,18,1
0,0,1,0,0,0,0,19,0,0,0,0,2,7,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,1,25,0,0,0,0,2,13,1
0,0,1,0,1,0,0,24,0,0,0,0,3,12,1
0,0,1,0,0,0,0,22,0,0,0,0,2,10,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,31,1,0,0,0,2,19,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,22,0,0,0,0,2,10,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,25,0,0,0,0,2,13,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,1,27,1,0,0,0,2,15,1
0,0,1,0,0,0,0,25,0,0,0,0,2,13,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,27,0,0,0,0,2,15,1
0,0,1,0,0,0,0,22,0,0,0,0,2,10,1
0,0,1,0,0,0,0,30,0,0,0,0,2,18,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,1,0,0,23,0,0,0,0,3,11,1
0,0,1,0,0,0,0,22,0,0,0,0,2,10,1
0,0,1,0,0,0,0,28,0,0,0,0,2,16,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,0,26,0,0,0,0,2,14,1
0,0,1,0,0,0,0,27,0,0,0,0,2,15,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,27,0,0,0,0,2,15,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,0,29,0,0,0,0,2,17,1
0,0,1,0,1,0,0,26,0,0,0,0,3,14,1
0,0,1,0,0,0,0,20,0,0,0,0,2,8,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,1,26,0,0,0,0,2,14,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,1,26,0,0,0,0,2,14,1
0,0,1,0,0,0,0,22,0,0,0,0,2,10,1
0,0,1,0,0,0,0,20,0,0,0,0,2,8,1
0,0,1,0,0,0,1,22,0,0,0,0,2,10,1
0,0,1,0,0,0,0,25,0,0,0,0,2,13,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,0,26,0,0,0,0,2,14,1
0,0,1,0,0,0,0,18,0,0,0,0,2,6,1
0,0,1,0,0,0,0,28,0,0,0,0,2,16,1
0,0,1,0,0,0,0,27,0,0,0,0,2,15,1
0,0,1,0,1,0,0,25,0,0,0,0,3,13,1
0,0,1,0,0,0,0,25,0,0,0,0,2,13,1
0,0,1,0,0,0,0,23,1,0,0,0,2,11,1
0,0,1,0,0,0,0,35,0,0,0,0,2,23,1
0,0,1,0,0,0,0,20,0,0,0,0,2,8,1
0,0,1,0,0,0,0,20,0,0,0,0,2,8,1
0,0,1,0,0,0,0,22,0,0,0,0,2,10,1
0,0,1,0,0,0,1,30,0,0,0,0,2,18,1
0,0,1,0,0,0,0,26,0,0,0,0,2,14,1
0,0,1,0,0,0,0,31,0,0,0,0,2,19,1
0,0,1,0,0,0,0,29,0,0,0,0,2,17,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,0,26,0,0,0,0,2,14,1
0,0,1,0,0,0,0,18,0,0,0,0,2,6,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,0,0,0,23,0,0,0,0,2,11,1
0,0,1,0,1,0,0,26,0,0,0,0,3,14,1
0,0,1,0,0,0,0,24,0,0,0,0,2,12,1
0,0,1,0,0,0,0,22,0,0,0,0,2,10,1
0,0,1,0,0,0,0,22,0,0,0,0,2,10,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,28,0,0,0,0,2,16,1
0,0,1,0,0,0,0,18,0,0,0,0,2,6,1
0,0,1,0,0,0,1,26,0,0,0,0,2,14,1
0,0,1,0,0,0,1,30,0,0,0,0,2,18,1
0,0,1,0,0,0,1,25,0,0,0,0,2,13,1
0,0,1,0,0,0,0,21,0,0,0,0,2,9,1
0,0,1,0,0,0,0,22,0,0,0,0,2,10,1
0,0,1,0,0,0,0,18,0,0,0,0,2,6,1
0,0,1,0,0,0,0,25,1,0,0,0,2,13,1
0,0,1,0,0,0,0,32,0,0,0,0,2,20,1
0,0,1,0,0,0,0,19,0,0,0,0,2,7,1
0,0,1,0,0,0,0,27,0,0,0,0,2,15,1
0,0,1,0,0,0,0,30,0,0,0,0,2,18,1
0,0,1,0,0,0,0,25,0,0,0,0,2,13,1
0,0,1,0,0,0,0,25,0,0,0,0,2,13,1
